Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode,DISCOUNT TYPE,DISCOUNT
ORHEPTAL 300ML,MULTIVITAMIN,,,BOX,5,Brand 1472,11,07-01-2023,500,Tax 5%,5,Exclusive,600,8,,,
ARTEQUIN   ADULT,ANTI-MALARIA,,,BOX,5,Brand 1473,11,08-01-2023,7000,Tax 5%,5,Exclusive,7500,0,,,
COLDCAP,ANALGESIC,,,BOX,5,Brand 1474,11,09-01-2023,0,Tax 5%,5,Exclusive,100,55,,,
MZ-TONE HERBAL TAB,ANTI-BIOTICS,,,BOX,5,Brand 1475,11,10-01-2023,0,Tax 5%,5,Exclusive,2500,5,,,
REXIFEN  400MG,ANALGESIC,,,BOX,5,Brand 1476,11,11-01-2023,150,Tax 5%,5,Exclusive,200,39,,,
MICROPIRIN,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1477,11,12-01-2023,200,Tax 5%,5,Exclusive,250,-2,,,
SHAVING CREAM,SERVICES,,,BOX,5,Brand 1478,11,13-01-2023,0,Tax 5%,5,Exclusive,1200,3,,,
COF-OFF CHILDREN,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1479,11,14-01-2023,0,Tax 5%,5,Exclusive,200,5,,,
LIKABS EYE DROP,EYE /EAR DROPS,,,BOX,5,Brand 1480,11,15-01-2023,0,Tax 5%,5,Exclusive,1200,5,,,
LACTULOSE(LACTUSAFE),ANTACIDS,,,BOX,5,Brand 1481,11,16-01-2023,2200,Tax 5%,5,Exclusive,2500,1,,,
MENOPACE CAPS,MULTIVITAMIN,,,BOX,5,Brand 1482,11,17-01-2023,5000,Tax 5%,5,Exclusive,5000,1,,,
POY-SIAN INHALER   10/6,ANTI ALLERGY,,,BOX,5,Brand 1483,11,18-01-2023,0,Tax 5%,5,Exclusive,300,40,,,
ERYGEN 250MG,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1484,11,19-01-2023,650,Tax 5%,5,Exclusive,800,12,,,
SIMANOL-F,ANTI-BIOTICS,,,BOX,5,Brand 1485,11,20-01-2023,0,Tax 5%,5,Exclusive,200,0,,,
COD LIVER 300MG,MULTIVITAMIN,,,BOX,5,Brand 1486,11,21-01-2023,200,Tax 5%,5,Exclusive,250,113,,,
ORHEPTAL SMALL,MULTIVITAMIN,,,BOX,5,Brand 1487,11,22-01-2023,0,Tax 5%,5,Exclusive,250,19,,,
ARTEQUIIN CHILD,ANTI-MALARIA,,,BOX,5,Brand 1488,11,23-01-2023,1700,Tax 5%,5,Exclusive,2000,1,,,
MEFINAC FORTE 100MG,ANALGESIC,,,BOX,5,Brand 1489,11,24-01-2023,0,Tax 5%,5,Exclusive,500,16,,,
PROVERA,HORMONAL,,,BOX,5,Brand 1490,11,25-01-2023,1450,Tax 5%,5,Exclusive,1500,3,,,
RELAX R 500MG,ANALGESIC,,,BOX,5,Brand 1491,11,26-01-2023,0,Tax 5%,5,Exclusive,700,-2,,,
ULTRACARBON,HORMONAL,,,BOX,5,Brand 1492,11,27-01-2023,1500,Tax 5%,5,Exclusive,2000,7,,,
SIVODERM CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 1493,11,28-01-2023,0,Tax 5%,5,Exclusive,600,0,,,
OPLEX SYR,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1494,11,29-01-2023,900,Tax 5%,5,Exclusive,1000,2,,,
OFLOXACIN EYE DROP SCOTT,EYE /EAR DROPS,,,BOX,5,Brand 1495,11,30-01-2023,400,Tax 5%,5,Exclusive,500,6,,,
POSTINOR 2 WHITE,HORMONAL,,,BOX,5,Brand 1496,11,31-01-2023,150,Tax 5%,5,Exclusive,300,-91,,,
OLIGOCARE,SUPLEMENTS,,,BOX,5,Brand 1497,11,01-02-2023,2500,Tax 5%,5,Exclusive,3000,10,,,
SPEX INHALER,ANTI ALLERGY,,,BOX,5,Brand 1498,11,02-02-2023,350,Tax 5%,5,Exclusive,400,70,,,
ERYGEN 125 MG,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1499,11,03-02-2023,500,Tax 5%,5,Exclusive,600,0,,,
SUREFENOL100,ANTI ASHMATICS,,,BOX,5,Brand 1500,11,04-02-2023,0,Tax 5%,5,Exclusive,100,45,,,
ARENAX PLUS FORTE,ANTI-MALARIA,,,BOX,5,Brand 1501,11,05-02-2023,500,Tax 5%,5,Exclusive,700,45,,,
KOMIX,ANALGESIC CONTROL,,,BOX,5,Brand 1502,11,06-02-2023,80,Tax 5%,5,Exclusive,100,89,,,
NICOTINIC ACID,ANALGESIC,,,BOX,5,Brand 1503,11,07-02-2023,250,Tax 5%,5,Exclusive,300,10,,,
SUDOCREAM  SMALL,CREAMS AND LOTIONS,,,BOX,5,Brand 1504,11,08-02-2023,1800,Tax 5%,5,Exclusive,2000,7,,,
MARHABA POWDER  200MG,CREAMS AND LOTIONS,,,BOX,5,Brand 1505,11,09-02-2023,950,Tax 5%,5,Exclusive,1000,-1,,,
TUTOLIN CHILDREN,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1506,11,10-02-2023,260,Tax 5%,5,Exclusive,300,31,,,
CIRODEX EAR/EYE DRP,EYE /EAR DROPS,,,BOX,5,Brand 1507,11,11-02-2023,0,Tax 5%,5,Exclusive,700,8,,,
STOMPROZOL(CIMETIDINE TAB),HORMONAL,,,BOX,5,Brand 1508,11,12-02-2023,0,Tax 5%,5,Exclusive,300,27,,,
STUD 100,SUPLEMENTS,,,BOX,5,Brand 1509,11,13-02-2023,2800,Tax 5%,5,Exclusive,3000,-1,,,
PREGNACARE CONCEPTION,MULTIVITAMIN,,,BOX,5,Brand 1510,11,14-02-2023,6500,Tax 5%,5,Exclusive,7000,9,,,
AMOXICILIN  TUYIL,ANTI-BIOTICS,,,BOX,5,Brand 1511,11,15-02-2023,0,Tax 5%,5,Exclusive,250,10,,,
ASKIFED,ANTI ASHMATICS,,,BOX,5,Brand 1512,11,16-02-2023,70,Tax 5%,5,Exclusive,100,35,,,
ERYTHROMYCIN  500MG,ANTI-BIOTICS,,,BOX,5,Brand 1513,11,17-02-2023,550,Tax 5%,5,Exclusive,600,42,,,
EMZOCLOX DROP,ANTI-BIOTICS,,,BOX,5,Brand 1514,11,18-02-2023,350,Tax 5%,5,Exclusive,400,2,,,
ZERODOL (ACECLOFENAC TAB),ANALGESIC,,,BOX,5,Brand 1515,11,19-02-2023,800,Tax 5%,5,Exclusive,1000,0,,,
ROSUDEX-20MG,HORMONAL,,,BOX,5,Brand 1516,11,20-02-2023,0,Tax 5%,5,Exclusive,1300,0,,,
SUDOCREAM BIG,CREAMS AND LOTIONS,,,BOX,5,Brand 1517,11,21-02-2023,2700,Tax 5%,5,Exclusive,3000,7,,,
AGNESIA POWDER  300G BIG,CREAMS AND LOTIONS,,,BOX,5,Brand 1518,11,22-02-2023,2000,Tax 5%,5,Exclusive,2200,1,,,
CADIPHEN EXPECTORANT,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1519,11,23-02-2023,500,Tax 5%,5,Exclusive,600,2,,,
COMBIGAN EYE DROP,EYE /EAR DROPS,,,BOX,5,Brand 1520,11,24-02-2023,3500,Tax 5%,5,Exclusive,3700,8,,,
PROGYNOVA,HORMONAL,,,BOX,5,Brand 1521,11,25-02-2023,5000,Tax 5%,5,Exclusive,6000,9,,,
ORACRE TAB,SUPLEMENTS,,,BOX,5,Brand 1522,11,26-02-2023,0,Tax 5%,5,Exclusive,2400,4,,,
WELLMAN CONCEPTION,MULTIVITAMIN,,,BOX,5,Brand 1523,11,27-02-2023,6500,Tax 5%,5,Exclusive,7000,2,,,
LIQUID PARAFFIN GALWAYS,PURGATIVES,,,BOX,5,Brand 1524,11,28-02-2023,800,Tax 5%,5,Exclusive,900,0,,,
EBU-200 (IBUPROFEN TAB),ANALGESIC,,,BOX,5,Brand 1525,11,01-03-2023,70,Tax 5%,5,Exclusive,100,101,,,
ERYTOP 250MG,ANTI-BIOTICS,,,BOX,5,Brand 1526,11,02-03-2023,350,Tax 5%,5,Exclusive,400,-5,,,
COATAL BY 12,ANTI-MALARIA,,,BOX,5,Brand 1527,11,03-03-2023,450,Tax 5%,5,Exclusive,500,64,,,
LINCOCIN CAP PFIZER,ANTI-BIOTICS,,,BOX,5,Brand 1528,11,04-03-2023,3600,Tax 5%,5,Exclusive,4000,6,,,
KETOFEN,ANALGESIC,,,BOX,5,Brand 1529,11,05-03-2023,100,Tax 5%,5,Exclusive,150,155,,,
NALIDIXIC ACID,ANALGESIC,,,BOX,5,Brand 1530,11,06-03-2023,0,Tax 5%,5,Exclusive,600,9,,,
CO-MICARDIS 80/12.5MG WITH NRN,HORMONAL,,,BOX,5,Brand 1531,11,07-03-2023,2200,Tax 5%,5,Exclusive,2400,1,,,
DAKTARIN CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 1532,11,08-03-2023,1600,Tax 5%,5,Exclusive,2000,3,,,
AGNESIA POWDER  `100G,CREAMS AND LOTIONS,,,BOX,5,Brand 1533,11,09-03-2023,1200,Tax 5%,5,Exclusive,1400,0,,,
HONEY KOFF,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1534,11,10-03-2023,0,Tax 5%,5,Exclusive,600,0,,,
EYEMOLOL EYE DROP,EYE /EAR DROPS,,,BOX,5,Brand 1535,11,11-03-2023,500,Tax 5%,5,Exclusive,600,7,,,
HOVID2,HORMONAL,,,BOX,5,Brand 1536,11,12-03-2023,0,Tax 5%,5,Exclusive,0,2,,,
TRUE-SLIM TEA,SUPLEMENTS,,,BOX,5,Brand 1537,11,13-03-2023,0,Tax 5%,5,Exclusive,3200,1,,,
WELLTEEN HIM,MULTIVITAMIN,,,BOX,5,Brand 1538,11,14-03-2023,4000,Tax 5%,5,Exclusive,4500,3,,,
MOKO SPIRITS,SERVICES,,,BOX,5,Brand 1539,11,15-03-2023,620,Tax 5%,5,Exclusive,700,35,,,
PONDRIN TABLET,MULTIVITAMIN,,,BOX,5,Brand 1540,11,16-03-2023,0,Tax 5%,5,Exclusive,600,10,,,
IMODUIM BRANDED,ANTI-MALARIA,,,BOX,5,Brand 1541,11,17-03-2023,900,Tax 5%,5,Exclusive,1000,10,,,
FLU-J,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1542,11,18-03-2023,90,Tax 5%,5,Exclusive,100,111,,,
PHATONIC,ANALGESIC,,,BOX,5,Brand 1543,11,19-03-2023,1100,Tax 5%,5,Exclusive,1500,3,,,
PANFOR SR-1000 TAB(METFORMIN),ANALGESIC,,,BOX,5,Brand 1544,11,20-03-2023,470,Tax 5%,5,Exclusive,550,59,,,
GASTROLOC(OMOPRAZOLE CAP),ANTACIDS,,,BOX,5,Brand 1545,11,21-03-2023,0,Tax 5%,5,Exclusive,400,0,,,
DAKTACORT CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 1546,11,22-03-2023,2200,Tax 5%,5,Exclusive,2500,3,,,
PEARS BABY OIL 200ML,CREAMS AND LOTIONS,,,BOX,5,Brand 1547,11,23-03-2023,900,Tax 5%,5,Exclusive,1000,0,,,
PRYTUNE EXP,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1548,11,24-03-2023,0,Tax 5%,5,Exclusive,400,2,,,
LIVER BITTERS,MULTIVITAMIN,,,BOX,5,Brand 1549,11,25-03-2023,0,Tax 5%,5,Exclusive,2000,2,,,
MISOPROSTOL TAB,ANTI ALLERGY,,,BOX,5,Brand 1550,11,26-03-2023,200,Tax 5%,5,Exclusive,300,108,,,
MAGIC SHAVING  POWDER,SERVICES,,,BOX,5,Brand 1551,11,27-03-2023,2400,Tax 5%,5,Exclusive,2500,4,,,
WELLTEEN HER,MULTIVITAMIN,,,BOX,5,Brand 1552,11,28-03-2023,4000,Tax 5%,5,Exclusive,4500,2,,,
PALUDRINE 100MG,SUPLEMENTS,,,BOX,5,Brand 1553,11,29-03-2023,1350,Tax 5%,5,Exclusive,1700,18,,,
MIKATEM 80/480MG,ANTI-MALARIA,,,BOX,5,Brand 1554,11,30-03-2023,350,Tax 5%,5,Exclusive,600,1,,,
KOTASE TAB,SERVICES,,,BOX,5,Brand 1555,11,31-03-2023,500,Tax 5%,5,Exclusive,600,87,,,
AVROFEN CAP 400MG,ANALGESIC,,,BOX,5,Brand 1556,11,01-04-2023,150,Tax 5%,5,Exclusive,300,34,,,
BIOPENTIN 500MG,ANALGESIC,,,BOX,5,Brand 1557,11,02-04-2023,950,Tax 5%,5,Exclusive,1200,12,,,
ZOLERIC,ANTACIDS,,,BOX,5,Brand 1558,11,03-04-2023,1500,Tax 5%,5,Exclusive,1800,10,,,
DAZEL KIT,SERVICES,,,BOX,5,Brand 1559,11,04-04-2023,3000,Tax 5%,5,Exclusive,3500,9,,,
HONEY SMALL SIZE,SERVICES,,,BOX,5,Brand 1560,11,05-04-2023,700,Tax 5%,5,Exclusive,800,5,,,
CRESTOR 5MG,CARDIOVASCULAR,,,BOX,5,Brand 1561,11,06-04-2023,1200,Tax 5%,5,Exclusive,1300,10,,,
MAN & WOMAN CREAM,SEX   ENHANCCER,,,BOX,5,Brand 1562,11,07-04-2023,250,Tax 5%,5,Exclusive,400,9,,,
URINE BLADE,SURGICALS,,,BOX,5,Brand 1563,11,08-04-2023,0,Tax 5%,5,Exclusive,100,-2,,,
IBA MIXTURE,ANTI-DIABETIC,,,BOX,5,Brand 1564,11,09-04-2023,600,Tax 5%,5,Exclusive,800,24,,,
OTOMED,EYE /EAR DROPS,,,BOX,5,Brand 1565,11,10-04-2023,400,Tax 5%,5,Exclusive,500,50,,,
PERMANET 7x7 RING,SERVICES,,,BOX,5,Brand 1566,11,11-04-2023,3500,Tax 5%,5,Exclusive,4000,2,,,
CO MEPIRYL,ANTI-DIABETIC,,,BOX,5,Brand 1567,11,12-04-2023,1000,Tax 5%,5,Exclusive,1200,21,,,
NIFECURE,ANTI HYPERTENSIVE,,,BOX,5,Brand 1568,11,13-04-2023,70,Tax 5%,5,Exclusive,100,119,,,
G V SPC,SERVICES,,,BOX,5,Brand 1569,11,14-04-2023,0,Tax 5%,5,Exclusive,250,12,,,
L-FLOX-500MG(LEVOFLOXACIN),ANTI-BIOTICS,,,BOX,5,Brand 1570,11,15-04-2023,700,Tax 5%,5,Exclusive,1000,8,,,
AMPICLOX INJ,ANTI-BIOTICS,,,BOX,5,Brand 1571,11,16-04-2023,300,Tax 5%,5,Exclusive,300,-3,,,
RIBENA SATCHET,MULTIVITAMIN,,,BOX,5,Brand 1572,11,17-04-2023,235,Tax 5%,5,Exclusive,250,37,,,
NYLON I,SERVICES,,,BOX,5,Brand 1573,11,18-04-2023,100,Tax 5%,5,Exclusive,150,39,,,
TAVEGYL 1MG,ANTACIDS,,,BOX,5,Brand 1574,11,19-04-2023,0,Tax 5%,5,Exclusive,1000,5,,,
APILLOL & STEEL,SEX   ENHANCCER,,,BOX,5,Brand 1575,11,20-04-2023,550,Tax 5%,5,Exclusive,600,-14.1,,,
GRIP BANDAGE 6MM BIG,SURGICALS,,,BOX,5,Brand 1576,11,21-04-2023,0,Tax 5%,5,Exclusive,400,-2,,,
ARTEMETHER INJ 80MG,ANTI-MALARIA,,,BOX,5,Brand 1577,11,22-04-2023,450,Tax 5%,5,Exclusive,500,-149,,,
AMPICLOX BEE CAP,ANTI-BIOTICS,,,BOX,5,Brand 1578,11,23-04-2023,850,Tax 5%,5,Exclusive,1000,3794.8,,,
LANTUS INSULIN PEN,ANTI-DIABETIC,,,BOX,5,Brand 1579,11,24-04-2023,5200,Tax 5%,5,Exclusive,5800,23,,,
LIVING  BITTERS SYR,BITTERS,,,BOX,5,Brand 1580,11,25-04-2023,2000,Tax 5%,5,Exclusive,2400,5,,,
CONFO,SERVICES,,,BOX,5,Brand 1581,11,26-04-2023,180,Tax 5%,5,Exclusive,200,8,,,
AZILIDE (AZITHROMYCIN),ANTI-BIOTICS,,,BOX,5,Brand 1582,11,27-04-2023,1000,Tax 5%,5,Exclusive,1500,30,,,
CLAVULIST 1200,ANTI-BIOTICS,,,BOX,5,Brand 1583,11,28-04-2023,0,Tax 5%,5,Exclusive,800,0,,,
NYLON O,SERVICES,,,BOX,5,Brand 1584,11,29-04-2023,150,Tax 5%,5,Exclusive,200,24,,,
ACICLOVIR  800MG,SERVICES,,,BOX,5,Brand 1585,11,30-04-2023,600,Tax 5%,5,Exclusive,800,24,,,
GOLD FLY,SEX   ENHANCCER,,,BOX,5,Brand 1586,11,01-05-2023,250,Tax 5%,5,Exclusive,500,59,,,
UNIVAL,SEDATIVES,,,BOX,5,Brand 1587,11,02-05-2023,450,Tax 5%,5,Exclusive,500,15,,,
CYPRODINE CAPS,MULTIVITAMIN,,,BOX,5,Brand 1588,11,03-05-2023,2000,Tax 5%,5,Exclusive,2500,2,,,
T T OXIDE 05ML WITH NAF,ANTI POISON,,,BOX,5,Brand 1589,11,04-05-2023,150,Tax 5%,5,Exclusive,150,22,,,
HYDROXYCHLOROQUINE,ANALGESIC,,,BOX,5,Brand 1590,11,05-05-2023,1300,Tax 5%,5,Exclusive,2000,5,,,
JOBELYN,SUPLEMENTS,,,BOX,5,Brand 1591,11,06-05-2023,850,Tax 5%,5,Exclusive,900,3,,,
ISOFLOX-500MG(LEVOFLOXACIN),ANTI-BIOTICS,,,BOX,5,Brand 1592,11,07-05-2023,0,Tax 5%,5,Exclusive,600,-1,,,
MAGNESIUM SULFATE,ANTACIDS,,,BOX,5,Brand 1593,11,08-05-2023,0,Tax 5%,5,Exclusive,200,11,,,
HAFLON CETRIAXONE INJ,ANTI-BIOTICS,,,BOX,5,Brand 1594,11,09-05-2023,0,Tax 5%,5,Exclusive,300,2,,,
WATER,ENERGY BOOST,,,BOX,5,Brand 1595,11,10-05-2023,0,Tax 5%,5,Exclusive,150,-57,,,
NYLON 2/0,SERVICES,,,BOX,5,Brand 1596,11,11-05-2023,120,Tax 5%,5,Exclusive,150,21,,,
ACICLOVIR 400MG,SERVICES,,,BOX,5,Brand 1597,11,12-05-2023,1200,Tax 5%,5,Exclusive,1500,16,,,
BISOPROLOL 10MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1598,11,13-05-2023,300,Tax 5%,5,Exclusive,400,24,,,
GRIP BANDAGE 6ICNH,SURGICALS,,,BOX,5,Brand 1599,11,14-05-2023,0,Tax 5%,5,Exclusive,300,37,,,
DRUGS,SERVICES,,,BOX,5,Brand 1600,11,15-05-2023,0,Tax 5%,5,Exclusive,0,4626.5,,,
VITAMIN E ARCHY X 60,MULTIVITAMIN,,,BOX,5,Brand 1601,11,16-05-2023,2200,Tax 5%,5,Exclusive,2500,0,,,
ADVANTAN CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 1602,11,17-05-2023,1600,Tax 5%,5,Exclusive,2000,11,,,
T T OXIDE 0O.5ML WITHOUT NAF,ANTI-BIOTICS,,,BOX,5,Brand 1603,11,18-05-2023,150,Tax 5%,5,Exclusive,200,125,,,
ROSART 25MG,ANTI HYPERTENSIVE,,,BOX,5,Brand 1604,11,19-05-2023,0,Tax 5%,5,Exclusive,500,7,,,
PENICILLIN V 500000 1V,ANTI-BIOTICS,,,BOX,5,Brand 1605,11,20-05-2023,350,Tax 5%,5,Exclusive,500,74,,,
SUSTANOL INJ 250MG,HORMONAL,,,BOX,5,Brand 1606,11,21-05-2023,750,Tax 5%,5,Exclusive,1000,11,,,
EMBACEF(CEFUROXIME INJ),ANTI-BIOTICS,,,BOX,5,Brand 1607,11,22-05-2023,400,Tax 5%,5,Exclusive,800,4,,,
AMLODIPINE (EDEN)  10MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1608,11,23-05-2023,0,Tax 5%,5,Exclusive,250,1,,,
NYLON 2,SERVICES,,,BOX,5,Brand 1609,11,24-05-2023,120,Tax 5%,5,Exclusive,150,55,,,
ACICLOVIR  200MG,SERVICES,,,BOX,5,Brand 1610,11,25-05-2023,800,Tax 5%,5,Exclusive,1200,15,,,
LABETALOL 200MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1611,11,26-05-2023,2100,Tax 5%,5,Exclusive,2400,3,,,
DISPOSABLE COLOSTOMY BAG,SURGICALS,,,BOX,5,Brand 1612,11,27-05-2023,0,Tax 5%,5,Exclusive,1500,0,,,
NEBULIZER OMRON,SERVICES,,,BOX,5,Brand 1613,11,28-05-2023,50000,Tax 5%,5,Exclusive,55000,2,,,
CENPAIN NIGHT,ANALGESIC,,,BOX,5,Brand 1614,11,29-05-2023,160,Tax 5%,5,Exclusive,200,4,,,
MR GECKO INSECTICIDE,INSECTICIDE,,,BOX,5,Brand 1615,11,30-05-2023,0,Tax 5%,5,Exclusive,700,2,,,
ROCEPHIN I V,ANTI-BIOTICS,,,BOX,5,Brand 1616,11,31-05-2023,4500,Tax 5%,5,Exclusive,5000,186,,,
WELLWOMAN ORIGINAL,SUPLEMENTS,,,BOX,5,Brand 1617,11,01-06-2023,5800,Tax 5%,5,Exclusive,6000,29,,,
PREGABALIN 75MG,ANALGESIC,,,BOX,5,Brand 1618,11,02-06-2023,900,Tax 5%,5,Exclusive,1200,-2,,,
PARACETAMOL INJ 2ML,ANALGESIC,,,BOX,5,Brand 1619,11,03-06-2023,400,Tax 5%,5,Exclusive,50,789,,,
AMLODIPINE POCCO 5MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1620,11,04-06-2023,250,Tax 5%,5,Exclusive,250,46,,,
CHROMIC 2,SERVICES,,,BOX,5,Brand 1621,11,05-06-2023,150,Tax 5%,5,Exclusive,200,24,,,
SERTRALINE 100MG,SERVICES,,,BOX,5,Brand 1622,11,06-06-2023,0,Tax 5%,5,Exclusive,600,4,,,
VALSARTAN 160MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1623,11,07-06-2023,0,Tax 5%,5,Exclusive,1200,-8,,,
ARTESUNATE INJ  LEVER 60MG,ANTI-MALARIA,,,BOX,5,Brand 1624,11,08-06-2023,450,Tax 5%,5,Exclusive,600,98,,,
VITAMIN C 1000MG HILLS NATURAL,SUPLEMENTS,,,BOX,5,Brand 1625,11,09-06-2023,3200,Tax 5%,5,Exclusive,4000,9.5,,,
GLIMEPIRIDE 4MG,ANTI-DIABETIC,,,BOX,5,Brand 1626,11,10-06-2023,600,Tax 5%,5,Exclusive,800,-1,,,
MICARDIS 80/12.5 WITHOUT NO.,ANTI HYPERTENSIVE,,,BOX,5,Brand 1627,11,11-06-2023,800,Tax 5%,5,Exclusive,1000,-4,,,
FACE MASK(CUSTOMISED),SURGICALS,,,BOX,5,Brand 1628,11,12-06-2023,150,Tax 5%,5,Exclusive,300,0,,,
TRANEXAMIC ACID INJ,HORMONAL,,,BOX,5,Brand 1629,11,13-06-2023,700,Tax 5%,5,Exclusive,800,30,,,
ARBITEL-80,ANTI-BIOTICS,,,BOX,5,Brand 1630,11,14-06-2023,1300,Tax 5%,5,Exclusive,1400,20,,,
TONOMYCIN(SPECTINOMYCIN 2MG),SURGICALS,,,BOX,5,Brand 1631,11,15-06-2023,2600,Tax 5%,5,Exclusive,2800,14,,,
LISINOPRIL  (POCCO)  10MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1632,11,16-06-2023,350,Tax 5%,5,Exclusive,400,13,,,
CETIRIZINE  10MG,ANTI-BIOTICS,,,BOX,5,Brand 1633,11,17-06-2023,0,Tax 5%,5,Exclusive,300,5,,,
CARVEDILOL  25MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1634,11,18-06-2023,800,Tax 5%,5,Exclusive,900,0,,,
GLIMEPIRIDE 2MG,ANTI-DIABETIC,,,BOX,5,Brand 1635,11,19-06-2023,500,Tax 5%,5,Exclusive,700,14,,,
VITAMIN C X 1000 WHITE,SURGICALS,,,BOX,5,Brand 1636,11,20-06-2023,2200,Tax 5%,5,Exclusive,2400,10,,,
POCCOZITH 500MG,ANTI-BIOTICS,,,BOX,5,Brand 1637,11,21-06-2023,1200,Tax 5%,5,Exclusive,1500,15,,,
BIOCINE CAPS,ANTI-BIOTICS,,,BOX,5,Brand 1638,11,22-06-2023,950,Tax 5%,5,Exclusive,1000,36,,,
MOXIFLOXACIN OPTHALMIC SOLUTION,ANTIBIOTICS,,,BOX,5,Brand 1639,11,23-06-2023,1000,Tax 5%,5,Exclusive,1200,5,,,
FEED FINE PLUS,SUPLEMENTS,,,BOX,5,Brand 1640,11,24-06-2023,250,Tax 5%,5,Exclusive,300,29,,,
SKIN 2 SKIN,RARE,,,BOX,5,Brand 1641,11,25-06-2023,200,Tax 5%,5,Exclusive,500,-5,,,
ZEVIT,MULTIVITAMIN,,,BOX,5,Brand 1642,11,26-06-2023,60,Tax 5%,5,Exclusive,100,145,,,
TRAVATAN WITHOUT,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1643,11,27-06-2023,2500,Tax 5%,5,Exclusive,3000,0,,,
NUROFEN TAB 400MG,ANALGESIC,,,BOX,5,Brand 1644,11,28-06-2023,1300,Tax 5%,5,Exclusive,1400,2,,,
PAUCONOL,ANTI ASHMATICS,,,BOX,5,Brand 1645,11,29-06-2023,0,Tax 5%,5,Exclusive,10,0,,,
WELLOVIT OMEGA,MULTIVITAMIN,,,BOX,5,Brand 1646,11,30-06-2023,2000,Tax 5%,5,Exclusive,2200,7,,,
GYNAEMED VAG TAB,CREAMS AND LOTIONS,,,BOX,5,Brand 1647,11,01-07-2023,600,Tax 5%,5,Exclusive,700,21,,,
GRIPE WATER BIG 148ML,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1648,11,02-07-2023,750,Tax 5%,5,Exclusive,900,31,,,
FLUCAMED BY 3,ANTI-BIOTICS,,,BOX,5,Brand 1649,11,03-07-2023,240,Tax 5%,5,Exclusive,600,0,,,
FIMIN,ANTI ALLERGY,,,BOX,5,Brand 1650,11,04-07-2023,350,Tax 5%,5,Exclusive,450,24,,,
MAXMAN COFFEE,SEX   ENHANCCER,,,BOX,5,Brand 1651,11,05-07-2023,600,Tax 5%,5,Exclusive,1000,0,,,
FRASINE NASAL DROP,ANTI ALLERGY,,,BOX,5,Brand 1652,11,06-07-2023,360,Tax 5%,5,Exclusive,750,0,,,
LIFENOL,ANTI ASHMATICS,,,BOX,5,Brand 1653,11,07-07-2023,60,Tax 5%,5,Exclusive,80,295,,,
EVA WATER 75CL,SERVICES,,,BOX,5,Brand 1654,11,08-07-2023,0,Tax 5%,5,Exclusive,100,-9,,,
G G COLD,ANTI ALLERGY,,,BOX,5,Brand 1655,11,09-07-2023,70,Tax 5%,5,Exclusive,100,-262,,,
TITO WELL,MULTIVITAMIN,,,BOX,5,Brand 1656,11,10-07-2023,600,Tax 5%,5,Exclusive,1000,0,,,
GYNAEMED CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 1657,11,11-07-2023,650,Tax 5%,5,Exclusive,750,35,,,
AVROGYL 400MG,ANTI-BIOTICS,,,BOX,5,Brand 1658,11,12-07-2023,85,Tax 5%,5,Exclusive,100,217,,,
E-45,RARE,,,BOX,5,Brand 1659,11,13-07-2023,0,Tax 5%,5,Exclusive,2400,0,,,
D-CAL 600 BY 10,MULTIVITAMIN,,,BOX,5,Brand 1660,11,14-07-2023,0,Tax 5%,5,Exclusive,1500,0,,,
TRIGENOL CRM,CREAMS AND LOTIONS,,,BOX,5,Brand 1661,11,15-07-2023,210,Tax 5%,5,Exclusive,350,0,,,
VAMIREX,ANTI ALLERGY,,,BOX,5,Brand 1662,11,16-07-2023,165,Tax 5%,5,Exclusive,250,0,,,
EVER WATER BIG,SERVICES,,,BOX,5,Brand 1663,11,17-07-2023,0,Tax 5%,5,Exclusive,250,20,,,
